"","patient","polar_ 1","polar_ 2","polar_ 3","polar_ 4","polar_ 5","polar_ 6","polar_ 7","polar_ 8","polar_ 9","polar_ 10","polar_ 11","polar_ 12","polar_ 13","polar_ 14","polar_ 15","polar_ 16","polar_ 17","polar_ 18","polar_ 19","polar_ 20","polar_ 21","polar_ 22","polar_ 23","polar_ 24","polar_ 25","polar_ 26","polar_ 27","polar_ 28","polar_ 29","polar_ 30","polar_ 31","polar_ 32","polar_ 33","polar_ 34","polar_ 35","polar_ 36","polar_ 37","polar_ 38","polar_ 39","polar_ 40","polar_ 41","polar_ 42","polar_ 43","polar_ 44","polar_ 45","polar_ 46","polar_ 47","polar_ 48","polar_ 49","polar_ 50","polar_ 51","polar_ 52","polar_ 53","polar_ 54","polar_ 55","polar_ 56","polar_ 57","polar_ 58","polar_ 59","polar_ 60","polar_ 61","polar_ 62","polar_ 63","polar_ 64","polar_ 65","polar_ 66","polar_ 67","polar_ 68","polar_ 69","polar_ 70","polar_ 71","polar_ 72","polar_ 73","polar_ 74","polar_ 75","polar_ 76","polar_ 77","polar_ 78","polar_ 79","polar_ 80","polar_ 81","polar_ 82"
"339",339,22,27,34,45,48,79,96,116,122,159,228,182,280,276,293,448,581,587,685,554,827,912,764,1116,1182,875,852,931,956,970,1309,1061,1443,1834,1806,2069,2510,2378,2009,1914,2246,3225,2097,2469,2852,4097,3808,3834,2877,4777,3060,4628,2899,5786,3783,4079,5373,5600,4202,4779,6967,6881,4517,5024,4843,8701,7503,5747,9297,9522,9195,9013,8219,10464,9180,9986,9817,7562,7962,12634,10007,10551
"340",340,21,24,32,49,54,74,98,107,114,186,223,226,228,384,431,480,522,425,696,714,465,855,609,1011,828,1265,795,1028,1346,1209,1552,1768,1263,1878,1996,1748,2553,1594,1553,1703,3109,1829,2240,2330,2572,3392,2949,3411,4173,4612,2955,4082,4555,4105,5786,3797,4299,4479,5760,6713,4490,7564,4025,7900,8137,5743,6750,6656,9035,7113,5355,6299,10516,6797,9228,11256,10968,7412,8160,9064,11499,13099
"341",341,22,28,32,48,57,84,116,84,168,183,149,181,321,226,296,475,478,594,707,646,607,842,676,683,793,945,1405,961,1662,1042,1368,1095,2142,1260,1951,1903,1754,2424,1887,2846,2211,3094,1869,2848,3949,2353,3240,3696,3447,4619,3072,4514,3929,2939,4622,4748,5649,4001,5331,4877,5490,7561,6559,4759,5655,6445,8428,8455,5827,5245,5134,5439,5722,6720,9616,10086,9101,7186,11767,12751,8012,11838
"342",342,22,27,31,50,70,70,75,104,119,189,224,301,323,350,309,466,384,441,727,485,528,913,964,961,1178,728,1448,1107,932,1608,1516,1318,1437,1497,1613,2430,1392,1490,1711,2582,2318,2642,2415,2653,2276,4215,3137,3138,3051,2766,3477,4577,4034,5394,3440,4745,4329,5009,5982,6825,6865,7489,5377,5548,6511,5428,5960,6165,6481,6156,6057,6588,6731,9480,8087,6739,8946,11079,7217,12210,12221,8685
"343",343,22,24,35,41,66,66,99,95,141,126,231,228,309,230,361,473,372,581,411,783,879,718,554,837,1110,1022,1292,927,916,1230,1366,1924,2119,1622,1447,1382,2283,2499,2513,2805,2630,3271,2784,2086,2561,4117,3724,4238,4728,4651,4233,4424,4773,4124,3260,3580,3962,6129,5741,5335,5813,4243,6863,6399,4588,7642,7143,6792,8324,5465,9668,5862,6767,5810,11044,10826,7311,9098,11581,7440,12740,12155
"344",344,22,24,36,43,61,74,78,98,101,176,175,165,217,407,460,297,371,647,588,744,725,870,925,787,721,929,909,1278,1611,959,1342,1345,1349,1714,1764,1982,2635,1694,1911,1765,2802,2651,3155,2129,3500,3412,3215,4589,3770,2975,4238,3287,3572,4585,3052,4184,4618,6437,4244,3779,6610,5610,4245,6014,8429,8458,8848,4918,8939,5506,6836,9792,10118,9516,6050,9308,6921,8192,11283,9031,6842,12156
"345",345,22,24,38,40,67,91,69,105,143,189,164,194,307,244,307,403,489,535,638,586,720,805,978,1129,1127,1351,1267,1285,1210,1406,1331,1254,1899,2136,2421,2350,2177,1498,2790,3156,3088,2159,2269,2014,2589,3266,2620,4073,4423,2641,3850,4824,3601,5046,3417,5793,6173,3515,6762,5194,3924,6534,6426,5798,8020,4820,6947,5674,7312,7882,8664,7878,6563,9083,10997,7296,11315,9813,7897,6791,12682,9541
"346",346,21,28,31,39,70,72,77,127,171,163,191,179,205,409,445,292,591,493,609,814,852,810,918,822,937,889,1250,1051,965,1580,1246,1496,2058,2075,2187,2429,2138,2568,2561,1890,3222,2604,2144,3371,2579,2282,2356,3806,2929,2649,5167,5237,4345,5556,5073,3661,5015,4142,4155,3772,6198,5068,5586,4318,6276,4781,7194,6684,7981,7693,6587,5848,9483,10435,10472,10596,9022,9337,8686,7777,9773,13242
"347",347,21,26,34,46,48,89,95,148,114,163,225,196,309,399,335,287,418,491,598,526,571,951,951,1041,979,1223,1063,1536,1617,1802,1761,1964,1732,2282,1354,2063,1942,2861,2973,2392,3242,2063,3098,2653,3003,3215,2839,2554,3259,2602,4073,3935,5119,4561,3780,5594,4564,4125,6141,5490,5935,4726,5759,6463,6828,8345,5257,6264,7528,7680,9862,6180,6976,8853,5744,7067,10082,11931,8253,10125,11454,8595
"348",348,22,28,30,52,56,83,98,119,164,168,258,250,193,294,415,475,494,447,500,680,634,795,1069,1058,804,997,1162,806,1550,1742,1027,2048,1497,2215,1724,1611,1896,2655,2707,3147,2925,2717,2004,2260,3420,2512,3638,3053,2899,4688,5033,3574,5612,4842,4992,5205,5695,4856,4915,5311,4567,4068,5019,7983,5411,6121,8671,8440,7850,9648,7440,6544,5940,9622,9635,8975,11505,10532,6717,12777,7096,12014
"349",349,22,28,29,40,47,68,107,122,179,137,184,290,303,274,425,372,456,367,645,470,522,541,796,760,1124,928,792,1384,1513,1231,1349,1257,1368,2211,1917,2539,2013,2639,1866,2860,3196,2539,2947,3358,3957,4064,3474,2682,2973,4615,4036,3951,4653,4986,3135,4212,6163,4601,5503,4390,4265,6275,5222,5166,5155,8601,5225,5608,9121,7982,6106,6361,6002,6663,8339,6589,5972,7460,11049,9220,9961,12877
"350",350,21,24,38,45,53,57,104,148,173,214,176,234,353,305,276,463,477,607,649,701,666,560,997,823,729,1066,867,1316,1207,926,994,1189,2099,2090,2111,2385,2568,1619,2582,1835,1821,2764,3367,3256,3826,3605,2996,3174,4239,4434,3721,4469,3215,4019,4044,4601,3812,5068,6883,6341,7434,5752,5030,6090,5675,4634,5820,8682,6222,9806,9207,9266,6463,6786,11231,9624,8439,11837,11884,9028,12328,10874
"351",351,21,28,31,45,57,66,117,92,126,150,197,221,292,371,246,430,572,591,505,552,663,959,597,727,1012,1064,1454,980,1108,1450,1867,1654,2034,2062,1388,2363,1469,1882,2690,2404,2598,3211,3361,2451,3910,2617,4168,3773,4673,3032,2928,4848,4288,4237,4789,5497,4072,6139,4504,6071,4073,5639,6959,6748,6599,6215,6575,8499,5842,6910,9235,7532,10410,9295,8517,9285,7497,10685,8976,7719,6745,13304
"352",352,22,25,30,41,47,72,90,138,164,152,169,219,220,273,307,419,361,630,432,444,856,739,877,898,969,779,1243,1151,1203,1464,1642,1090,1842,2217,2389,2421,2692,1826,2581,1685,3028,2498,2695,3775,2088,3470,3005,3631,3341,2793,3973,5017,4257,4825,3457,3875,3550,5571,4455,6718,7090,5701,4441,6818,6065,8411,5321,6095,5690,6112,7090,8004,7132,9655,7091,6771,6463,10619,9159,7748,6682,10735
"353",353,21,25,33,49,48,68,74,103,158,179,230,241,312,276,271,494,358,360,607,737,720,643,765,612,1195,699,1172,947,1209,1714,1564,1528,1435,1791,1858,1447,1430,2348,1760,1813,2352,3032,3659,3338,2467,2472,4326,4542,3086,4598,4845,4062,5366,4880,4307,3392,6064,3464,5545,6770,3880,7690,5391,7159,5161,5937,8036,4692,6924,7834,7071,6834,8386,9932,11006,6081,8973,11385,10742,12084,6683,9756
"354",354,22,27,30,51,67,70,104,114,134,203,155,247,320,269,253,489,455,374,658,584,649,665,677,674,1109,774,871,1136,1173,1386,1102,1445,2176,2126,1379,2460,2289,2332,2133,2789,2829,3186,2749,3088,3297,2807,4201,3226,4815,3995,4010,3230,2935,3630,5020,3680,5429,4895,5939,6037,5578,7028,4061,7012,6893,6650,7554,4693,5958,5252,9546,5713,9003,9647,5939,9696,9225,9413,8655,9726,9215,12411
"355",355,21,26,32,40,63,73,73,111,170,216,218,183,236,257,331,464,440,427,519,799,682,934,823,624,928,1231,1400,1318,1186,1314,1544,1686,1271,1719,2017,1998,1864,1815,2267,2710,3063,1989,2254,3341,3530,2608,4072,3824,4307,4651,2845,4141,4272,3139,3782,4026,3867,5353,6199,4635,7225,6909,6156,5780,4473,5687,6777,4869,9529,5020,6854,6347,8705,10915,10575,9255,7072,9014,11384,7941,12704,10506
"356",356,22,26,32,44,50,70,89,85,122,138,216,274,348,244,459,339,455,417,642,751,886,552,552,1165,696,933,823,1515,1293,1232,1294,1758,2059,1773,1522,1877,2480,2290,2109,2736,2073,3155,3207,2125,3988,4064,4213,3699,3234,4083,4297,5172,3191,3164,5798,4533,4519,5006,3885,4209,4768,5278,6176,4597,7923,5724,8754,6226,8104,6797,6537,6097,6065,6970,7849,10932,11128,11487,9516,10238,12805,7074
"357",357,21,27,36,37,66,56,104,105,165,146,167,166,215,281,443,513,398,645,504,682,540,869,869,930,661,978,895,873,1009,1440,1420,1856,1316,1748,2076,2062,1677,1858,2881,1859,3041,2388,2574,3162,3266,2218,3318,4423,4325,4352,3437,5366,4031,2998,3527,5989,3860,5499,5696,5200,5347,7048,4577,7315,6133,7916,6069,6511,7011,4953,9084,8400,5992,8137,6797,9708,7896,7147,11399,9565,7671,11547
"358",358,22,24,30,41,60,72,118,147,137,176,178,260,194,317,466,278,441,457,651,760,723,859,797,804,690,1120,786,1554,1499,1593,1326,1077,1371,1590,1835,1671,1605,1728,2733,2220,2972,3108,2732,3483,3915,2555,3765,4163,4606,4853,4836,5390,5105,5218,5172,5497,3441,6060,5203,5708,5324,5629,6517,7077,6410,5121,4533,7554,8761,5986,9094,9249,5387,8025,6390,9779,8854,10936,12413,7352,11696,13050
"359",359,21,26,33,49,60,63,93,117,112,200,195,183,255,291,390,470,575,509,457,761,586,679,794,925,1064,939,1121,989,1613,1165,1921,1441,1446,1720,1563,2449,1460,1989,1805,1853,3321,3165,3004,2897,3450,3503,2896,3936,3394,2529,3402,5152,3304,3172,4335,3223,4840,6165,6690,6313,6282,5244,7339,4442,7124,6664,7329,8851,9259,6892,5524,6807,8073,8269,10252,9758,6576,11682,11381,7028,10430,12462
"360",360,21,26,34,41,55,66,98,118,109,172,160,164,239,298,398,351,419,358,403,600,482,655,965,744,1250,868,896,811,1215,1083,1080,1839,1134,1940,1664,2496,2101,2675,2596,2201,2313,2701,2798,1989,3733,2389,3984,2884,3650,4699,3589,4112,3647,5293,5691,3727,5699,4857,5722,7073,5125,6279,6678,5734,5357,6240,8974,6651,5057,7210,9724,6344,7623,7630,9120,8630,8523,6703,10466,12274,12668,9266
"361",361,21,26,32,43,50,60,84,84,156,203,226,170,265,258,281,429,505,529,607,734,762,505,759,920,954,929,846,1515,1014,1728,1297,1459,2054,1833,2244,2192,2643,2396,2381,2932,2163,2467,2969,2345,3530,2679,2552,3752,3713,4182,5101,4200,4402,5584,4879,5715,5603,3586,6250,6246,5087,7382,5659,5476,6027,5138,7044,8833,6782,9671,6822,7286,6067,8334,9856,8805,9258,6679,7631,7951,6780,12500
"362",362,22,25,35,51,52,79,115,102,150,177,184,305,208,307,463,440,592,549,405,500,639,565,819,1039,1036,851,1451,856,874,1324,1028,1247,1207,2214,1296,2128,1574,1991,2371,1689,2907,2548,3352,2183,3462,2861,2506,2578,2704,3081,4394,4376,4321,4768,3877,3830,4624,5486,5252,3988,4922,4545,7410,5142,7817,5896,5553,6029,7970,5513,9586,7465,9426,10528,8369,8662,6610,6504,8692,7741,6636,6794
"363",363,21,28,37,43,66,58,109,100,178,220,182,286,344,397,438,391,384,456,543,795,481,871,848,1000,959,828,1173,997,1004,1723,1088,1991,1330,2096,1936,1494,2005,2780,1875,2346,3363,2430,2897,3524,3078,3331,4111,3342,3610,4143,3621,5381,5317,5234,5302,5700,5360,4067,4458,4787,6441,4292,6073,7756,7376,8512,6080,6428,5247,6214,7004,9907,9497,9705,7999,7190,10894,7116,10626,12740,10285,7411
"364",364,22,28,31,48,68,80,70,148,167,176,142,285,216,257,371,364,521,358,605,725,670,696,726,839,1040,1311,1288,1488,1681,1464,1858,1518,1231,2197,1820,1874,1946,2819,2809,3095,2494,1942,2405,3489,2181,3506,2454,3678,2455,2991,4213,5415,3898,5002,4815,6133,3320,6172,6017,3997,5634,5215,6435,4421,5069,7319,6334,5416,6796,9319,5820,9353,7578,8521,10232,8031,6596,11380,8837,11486,11867,10623
"365",365,22,27,30,42,69,68,100,139,130,219,202,272,220,254,364,405,556,357,506,639,518,960,707,1066,713,1274,754,937,1292,1814,1458,1636,1948,1766,1245,2037,2239,2404,2374,1885,1832,2711,3708,2924,3397,4178,4180,2849,3944,3684,3407,4681,3070,5352,5846,5693,6451,6244,6864,5014,5739,6970,7568,6735,7237,6178,6611,5388,9132,5280,8933,8111,10106,6070,9236,7519,9901,8158,9605,9529,8532,11251
"366",366,21,26,34,39,53,80,88,94,115,144,181,303,259,391,387,340,573,364,410,515,731,884,891,731,672,825,967,1016,1119,1598,1726,1394,2072,1187,1607,2039,2053,1632,2120,2537,2934,2761,3538,2552,3252,3380,3812,3971,4612,2799,3639,3191,5491,4017,4258,5921,4429,6611,3856,4883,5631,7227,6819,4698,7004,8558,5202,7026,5612,8594,8760,9559,7531,6783,6070,8460,6516,10585,11342,7916,8144,10683
"367",367,22,24,34,40,48,89,107,106,107,189,174,268,318,317,285,497,491,469,727,621,571,541,637,811,1141,855,958,995,904,1582,1221,1121,1468,1749,1430,1358,1761,2654,2744,2707,2541,2718,2048,2188,3840,2507,3537,3045,3946,2950,3821,3649,4888,3571,5724,3384,6371,4144,5784,6543,7307,6896,5618,5883,4470,8714,8799,5951,7386,9236,6778,5754,5590,10521,7546,7344,6209,8561,8146,10908,10368,11251
"368",368,22,27,30,37,63,87,101,90,171,192,193,177,286,241,278,326,502,418,627,669,808,735,704,952,1238,908,807,1373,881,1750,1112,1801,1660,2323,1403,1535,2163,2206,1965,2016,3373,2436,3716,3366,4006,2287,2814,4574,3031,4842,4108,3959,5420,3811,3408,5228,5726,3876,3936,3679,4082,5567,5531,4772,7810,8546,7842,6229,6020,8324,9833,10256,10165,7258,6777,10022,10384,10182,7064,11157,11795,9380
"369",369,21,26,37,36,52,60,92,117,104,200,208,237,300,358,445,283,497,405,715,565,628,791,703,805,803,794,1258,1187,908,1818,1575,1428,1922,1735,2114,1575,2730,1787,1845,2177,3217,3185,3560,1991,3994,2545,3016,2831,3699,4797,4797,5019,4381,4354,4600,4368,4413,5762,3773,7096,6501,4208,6475,4198,7172,7779,5137,6742,7508,5430,5292,5946,6485,9821,7147,7957,10185,8373,8384,9092,8419,11615
"370",370,21,28,33,48,52,61,69,104,149,206,238,249,352,277,350,311,413,455,437,548,504,749,685,1104,686,1164,1471,968,1464,1003,1403,1663,1857,1777,2299,1822,2084,2755,2051,2839,2889,3349,2725,2848,3229,3653,2594,4337,3391,2793,4052,3054,5039,5613,3773,5438,6449,5503,4598,6407,5628,4354,5223,4195,5167,4952,8490,8657,5955,6206,8149,8098,9060,7517,10970,8075,8889,8634,10379,6651,11587,10932
"371",371,21,28,34,51,63,60,96,91,128,125,198,220,349,263,402,317,495,613,595,441,514,674,650,980,895,823,1321,1364,1136,1257,1256,1767,1323,1664,1681,1969,1592,2237,2260,2549,2019,2861,3553,3712,3902,3267,2652,4515,3586,2676,4196,4094,3610,5686,4802,5050,6255,4146,5759,5175,4033,6603,4457,5581,4978,4402,6629,8528,9345,8836,8211,8637,9763,10849,6568,7724,9273,6714,9098,11404,7114,12568
"372",372,21,26,29,49,69,75,84,112,165,149,246,274,206,221,342,289,493,607,594,728,889,899,766,1136,860,988,806,842,1163,1806,1281,1244,1692,1301,1525,1394,1965,1586,2400,1830,1948,2297,3396,3861,2620,2813,3108,3483,4180,3824,2696,5248,4472,3624,5107,3475,4861,5504,4382,4243,3935,4029,5637,5926,4258,4818,6782,6336,6443,6027,6648,7285,9448,8927,6540,6741,8370,7032,9186,10910,10087,12925
"373",373,22,27,29,48,50,67,70,91,130,139,156,289,236,232,370,374,379,363,558,547,729,783,899,1060,1054,798,1082,1373,1016,1768,1663,1477,1416,1518,1975,2386,2051,1847,1628,3014,3108,2323,3514,3410,3115,3048,3820,4587,4146,4159,4153,5265,4777,4045,3068,5286,6105,4450,4068,5081,4656,5100,4727,7345,4416,8463,7164,5316,5821,9112,9457,8912,5443,8742,6603,6008,7415,10709,9366,6745,7970,8206
"374",374,22,26,37,40,47,69,96,148,123,217,187,168,332,288,452,293,459,373,618,708,683,651,1063,886,689,842,1043,1342,951,1729,1716,1991,2081,1810,1465,1975,2323,1823,2657,2859,3310,2170,3275,3712,2158,2263,3829,4026,3859,3294,3081,3875,4644,2937,5339,5328,6145,5350,6478,5149,5422,7542,4751,6053,4983,8601,8625,5063,8078,6532,5455,10323,9136,9999,6539,6298,8227,7667,11879,12719,12253,12655
"375",375,21,28,33,48,46,63,100,147,107,188,242,263,234,277,278,417,513,653,494,455,570,563,805,605,1005,1109,867,842,1087,1747,1128,1980,2082,2161,1858,1738,2091,1650,2356,2412,1754,2712,2779,2188,2850,3930,3348,4097,3069,3504,4686,3884,4695,3095,3496,4966,4039,6549,4697,5828,5423,4544,4018,6438,7055,7751,5604,6862,5260,7530,7520,8024,8697,9145,5750,6371,10294,10803,8410,6904,7430,12446
"376",376,22,26,30,38,47,87,109,112,155,140,246,185,207,276,313,488,519,543,516,499,740,538,592,1124,990,826,1009,1469,1114,1599,1349,1857,1704,1793,1727,2042,1617,2868,2145,1953,2913,3430,2920,2840,2728,2730,2548,3781,2600,4450,3047,3401,5273,3527,5537,3602,4981,5952,4851,5760,4996,3911,4362,7971,4476,8303,8531,6434,8234,7550,6953,5981,7576,7999,7109,10219,11772,8220,11190,6734,12425,11083
"377",377,22,25,30,46,65,90,78,111,164,122,241,251,233,226,258,382,555,501,440,603,686,982,798,966,1170,1268,858,941,1527,1568,1666,1711,2097,2287,1927,1644,1519,2853,2729,3208,2642,2772,2723,3721,2348,3465,3614,3712,4764,3126,4810,4279,5183,4205,5423,4382,3917,3826,6099,6337,3914,4462,4327,7394,5043,7981,5547,7939,7827,6055,5427,8811,6722,7568,8927,10037,9242,10104,8497,10985,11743,13394
"378",378,21,24,31,40,52,63,96,96,150,168,161,266,244,359,304,405,529,587,704,752,652,577,1021,661,760,1357,1403,1150,1181,1791,1075,1564,1478,2236,1963,1854,2575,1734,1667,1767,2804,3019,2143,3708,2504,2591,2405,2809,4603,3580,4981,5016,3146,4995,5260,3887,5331,5110,5287,4344,7180,7160,4758,5530,5507,5749,5171,4681,7028,9581,9027,7363,7827,6412,7497,6020,10883,11029,10067,6688,7349,8079
"379",379,21,28,36,42,50,67,117,87,165,193,229,305,242,387,251,284,333,432,580,455,552,872,848,721,881,1191,821,1519,1495,1529,1276,1304,1643,2054,1612,2411,2662,2390,2808,2407,3157,2530,3323,3154,2841,4173,2886,3679,3690,4953,4512,3908,4916,4053,3444,3395,3425,4155,6230,4860,5336,5930,7515,4841,6642,5448,8333,5111,9169,8004,7393,10363,7519,5588,6836,7038,11214,11327,8363,9059,9957,11372
"380",380,21,25,34,51,54,63,88,109,123,124,194,210,294,320,331,358,410,364,682,552,719,917,812,729,1025,1022,1349,1586,997,1451,1226,1487,1771,1560,1533,2107,1480,1626,2907,2664,2607,3072,3397,3331,4017,2905,3698,4347,3281,3946,3893,5214,5326,5848,5228,5340,5674,5552,4282,7005,6160,5604,7805,4710,4444,5889,5954,7926,5626,5877,8418,9417,10479,7239,10139,11068,8848,8548,10532,12549,11014,10718
"381",381,22,25,30,49,67,89,79,107,126,149,212,227,324,410,312,430,550,604,703,463,531,773,895,1164,1183,754,816,992,1055,1494,1100,1709,1478,1203,2031,2183,2033,2553,2033,2674,2566,2945,2288,2922,2954,3163,3310,3198,3905,4181,3988,5353,4605,5155,3668,5038,5015,3637,4618,4202,5215,5602,4769,4439,7977,7238,5697,7108,9497,9813,6882,10228,7429,6162,7992,8129,6094,6123,11161,11246,11179,9166
"382",382,22,25,37,45,67,74,77,94,158,202,214,236,304,279,322,514,396,660,381,797,684,643,884,793,822,981,1115,1346,1230,1263,1458,1617,1626,1284,2235,2092,2218,1528,2509,2843,2635,3518,3347,2451,3577,3198,3010,4498,2548,3505,4538,3013,4938,3623,3473,6161,5742,4079,5966,4025,5059,7165,6480,4469,8380,7250,4822,5906,6348,9573,6895,5589,8844,10458,8968,7722,11565,7545,12475,9028,11603,9960
"383",383,21,25,37,39,47,86,94,143,159,133,259,281,272,265,352,474,577,502,575,682,607,854,686,907,741,1166,1372,1448,1385,1429,1590,2064,1583,1278,2279,1941,2368,2422,2272,2637,2671,2410,3607,2463,3381,2645,2672,3309,2520,3743,4841,3620,4944,3166,3710,3995,4093,5760,4286,6081,5596,5192,7876,6072,7616,6828,4731,9089,7005,5105,7383,7154,6079,9609,7374,11298,9313,8539,12434,8821,8784,12350
"384",384,21,25,37,37,49,65,117,86,131,184,251,300,277,274,390,306,391,566,407,745,651,961,1012,981,937,1309,1236,927,971,1267,1894,1145,1221,1869,1454,1339,1400,1980,2739,2204,1801,3401,3333,3718,2796,3799,2788,2721,4007,3684,3224,4253,5418,3279,6035,5652,3469,4564,6258,4265,4108,7095,6839,7057,8005,4596,6207,4966,5995,5103,9668,5560,5494,5769,6559,10146,10925,9055,9088,12775,8102,11899
"385",385,21,28,37,51,57,74,117,147,117,156,199,195,216,398,301,523,311,479,423,598,717,517,689,853,1183,950,1033,1304,1332,1197,1876,1584,2172,1865,2418,1907,2454,2098,1858,2556,1759,3216,2373,2337,2079,3386,3879,3578,3671,3527,2721,2789,4917,4058,5302,5422,5289,6008,4790,4503,5480,5268,5703,5654,4695,5905,6879,6708,8101,8293,7661,9856,8523,6732,8492,7379,7773,7378,8810,7512,9563,7274
"386",386,22,28,31,36,54,68,108,95,105,204,216,199,336,302,450,280,423,657,442,683,664,986,1039,1036,1253,1293,1061,896,1543,1494,1925,1820,2088,1880,1903,1475,2502,2770,2525,3043,2208,2403,2431,2528,2095,2941,3383,2476,2465,3145,4882,3194,3437,3968,4832,6224,3876,5119,4850,5734,5264,6482,4762,6443,6071,8593,4762,7171,5041,8425,5462,7993,10542,10951,6312,8911,9309,6607,6675,10042,10662,12138
"387",387,22,25,38,47,61,84,80,128,178,179,200,234,321,324,285,471,541,520,661,562,843,790,827,1094,1207,1040,938,1048,969,1148,1125,1216,1487,1229,1737,1527,2045,2118,1900,2905,1754,1985,2990,3830,3463,4039,3403,3793,3687,2669,4711,4525,5443,3511,3171,5223,5362,6018,6870,5256,5648,5923,4399,5191,6602,6332,8160,4901,7893,5218,8407,6885,10619,10076,8329,11491,10950,9171,9400,11621,10039,8765
"388",388,21,28,37,49,54,72,104,141,182,205,194,201,235,387,468,418,505,567,700,722,545,732,1007,860,1065,910,1103,969,889,924,1674,1503,1371,1376,2283,2198,1835,1678,1888,2707,2748,1856,2645,2732,3301,2327,2396,4301,3626,3341,5129,3263,3993,3317,5580,3412,5111,4176,6177,6737,6941,6232,6202,5509,7033,6455,6813,8608,8370,9102,8034,7974,9209,9147,7124,7211,10886,7223,6610,9916,8344,9569
"389",389,21,25,30,45,59,58,100,116,169,209,162,244,248,259,311,461,401,499,616,700,697,883,694,916,1233,1044,1310,1434,1400,1729,1720,1534,1502,1682,2170,2560,1469,2347,2696,3195,3107,3466,2408,2809,2228,2614,2294,2362,3061,4355,2980,4289,2996,5752,6003,4535,3280,5773,4698,6229,4653,5406,5313,8164,6327,5503,6912,7808,5251,8448,8324,8973,5941,10918,6927,6725,10468,7561,7958,12712,8317,8926
"390",390,22,27,37,36,45,88,81,134,161,123,226,213,297,362,434,327,329,448,387,640,720,544,823,643,662,888,1211,994,1231,1063,1181,1777,1843,2329,1738,2414,2405,2135,2803,2694,1857,2118,3586,2331,3195,2913,4396,3263,4298,3229,4084,4358,3081,4448,5439,5052,3730,5512,6449,5789,3875,5678,4303,4439,8214,6436,7618,4689,9349,5527,9877,7963,9574,5891,8153,6764,8805,7651,12265,9811,8957,12226
"391",391,21,24,35,40,47,58,96,91,107,141,165,246,235,300,449,383,597,567,598,555,750,852,551,825,955,827,994,1308,987,1422,1115,1169,1366,2044,1526,1650,1539,2820,2361,2848,3339,2853,1973,3145,2749,2505,3133,3669,4758,3903,4114,3024,3731,5011,3766,5371,4859,3544,6838,6499,6737,5259,7699,7075,7459,8602,8210,8967,6478,6366,5643,9941,10522,5708,8414,8192,8476,12142,7352,9787,9826,9630
"392",392,21,27,32,51,45,73,110,144,135,131,185,307,261,294,259,323,371,441,600,441,698,763,1057,708,1122,1133,752,867,1164,1294,1837,1439,1438,1798,1581,1323,2523,2081,1623,2434,2252,3054,2372,3381,3517,2534,3688,2947,4604,4126,2703,3641,4008,3940,4736,3327,5603,4801,6423,4547,6121,7015,7144,5913,5640,6613,7591,6835,6138,8307,6046,9196,5912,8237,7978,8789,9022,8368,11640,8737,12777,12294
"393",393,22,27,31,39,56,69,94,116,161,175,142,216,252,339,416,482,521,351,690,731,781,668,559,682,822,767,1193,1014,1308,1657,1335,1329,1913,2241,2134,2600,1517,1612,1864,2172,3120,1914,3599,2873,3655,2766,4241,3784,4055,3427,3101,3100,4933,3499,4357,4033,4852,4937,4457,5200,5904,5950,5452,4790,4556,7045,6953,7321,5732,7492,6165,6865,5929,6331,6522,7623,10887,11262,11709,7850,12195,9793
"394",394,22,24,33,46,60,63,87,148,181,172,240,306,255,339,298,370,513,385,594,703,737,696,1072,814,1008,719,1084,967,1458,1760,1321,2065,1604,2103,1418,1837,2678,1936,2685,2860,2143,2957,2599,3393,2930,2953,2761,3074,4522,4014,4968,4530,5329,5130,3826,5053,4490,3786,5393,5387,5503,3868,5743,6291,5007,6820,6758,6649,6505,7716,8532,7755,8887,5692,10703,9896,8274,10958,9298,8070,7821,9247
